日期,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P102 #3冷卻機-不透光率(10%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P302 #6冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P203 #2冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P304 #3冷卻機-不透光率(10%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-不透光率(20%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-氮氧化物(450ppm)-超標,幸福水泥股份有限公司東澳廠-P004 #2冷卻機-不透光率(10%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-氮氧化物(50ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-不透光率(20%)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-氮氧化物(450ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P007 冷卻機-不透光率(10%)-超標,羅東鋼鐵股份有限公司煉鋼廠-P001 電弧爐-不透光率(10%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氯化氫(27.3ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氯化氫(27.3ppm)-超標
20111027,0/0,2/2,0/0,0/0,3/3,19/19,1/1,0/0,0/0,0/0,0/0,0/0,1/1,3/3,20/19,0/0,1/1,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111028,0/0,4/4,0/0,0/0,2/2,0/0,0/0,0/0,22/21,2/2,0/0,0/0,4/4,0/0,15/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111029,0/0,1/1,0/0,0/0,4/4,7/7,4/4,0/0,13/5,4/4,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111030,0/0,1/1,0/0,0/0,6/6,0/0,0/0,0/0,1/1,2/2,0/0,0/0,2/2,0/0,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111031,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,22/14,6/6,0/0,0/0,2/2,0/0,24/22,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111101,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,18/14,1/1,1/0,0/0,3/3,0/0,7/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,25/25,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111102,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,1/1,14/3,1/0,0/0,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111103,0/0,1/1,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,7/0,0/0,3/2,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,29/5,0/0,64/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111104,7/7,0/0,0/0,0/0,1/1,11/11,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,5/5,0/0,18/18,0/0,0/0,0/0,0/0,0/0,37/0,0/0,85/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111105,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,8/8,0/0,7/7,0/0,0/0,0/0,0/0,0/0,5/0,0/0,10/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111106,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,24/12,0/0,0/0,4/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111107,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,10/7,0/0,5/1,16/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,1/1
20111108,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,11/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111109,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/1,1/1,0/0,14/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111110,0/0,0/0,0/0,0/0,2/2,4/4,0/0,0/0,0/0,0/0,0/0,5/0,1/1,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,12/11,1/1,4/1,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20111111,10/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,12/5,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111112,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,31/31,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111113,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/0,1/1,5/3,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111114,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,5/5,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111115,0/0,0/0,0/0,0/0,1/1,5/5,0/0,0/0,0/0,0/0,0/0,8/0,1/1,0/0,0/0,0/0,4/4,4/2,0/0,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111116,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111117,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,3/3,0/0,2/2,0/0,0/0,0/0,0/0,0/0,4/4,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111118,1/1,0/0,0/0,0/0,0/0,11/11,0/0,0/0,0/0,0/0,0/0,6/0,1/1,3/1,9/8,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111119,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,18/17,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111120,0/0,2/2,0/0,0/0,3/3,0/0,1/1,0/0,0/0,0/0,0/0,0/0,3/3,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/11,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111121,0/0,1/1,0/0,0/0,5/5,29/29,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,2/2,0/0,2/2,0/0,0/0,0/0,0/0,0/0,1/1,2/2,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111122,3/3,0/0,0/0,0/0,0/0,17/17,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,1/1,0/0,5/5,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111123,0/0,1/1,0/0,0/0,2/2,14/14,0/0,0/0,0/0,0/0,0/0,6/0,1/1,0/0,2/2,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111124,0/0,0/0,0/0,8/8,2/2,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111125,5/5,1/1,0/0,0/0,2/2,17/17,0/0,0/0,6/5,4/4,0/0,0/0,0/0,0/0,1/1,0/0,13/13,16/1,0/0,0/0,0/0,0/0,1/1,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111126,0/0,0/0,0/0,0/0,0/0,0/0,5/4,0/0,9/9,4/4,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,13/5,0/0,22/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111127,8/8,0/0,0/0,0/0,0/0,9/9,0/0,0/0,8/8,4/4,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/6,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111128,5/5,1/1,0/0,0/0,0/0,1/1,0/0,0/0,1/1,8/8,0/0,0/0,1/1,0/0,7/3,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20111129,0/0,1/1,0/0,0/0,2/2,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,1/1,0/0,6/5,0/0,0/0,0/0,0/0,0/0,9/8,0/0,10/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111130,24/24,0/0,0/0,11/11,4/4,16/16,0/0,0/0,1/1,4/4,0/0,2/0,1/1,0/0,7/7,0/0,7/7,0/0,0/0,0/0,0/0,0/0,19/19,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111201,6/6,1/1,0/0,17/17,3/3,0/0,0/0,0/0,15/14,6/6,0/0,20/1,0/0,1/0,7/7,0/0,6/6,0/0,0/0,0/0,0/0,0/0,28/6,0/0,116/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111202,3/3,7/7,0/0,22/21,7/7,8/8,0/0,0/0,11/0,0/0,0/0,0/0,1/1,0/0,1/1,0/0,11/11,0/0,0/0,0/0,0/0,0/0,24/15,0/0,87/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111203,6/6,0/0,0/0,0/0,0/0,16/16,0/0,18/18,4/1,1/1,0/0,0/0,0/0,0/0,0/0,0/0,16/16,0/0,0/0,0/0,0/0,0/0,12/12,0/0,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111204,0/0,0/0,0/0,0/0,0/0,11/11,0/0,0/0,1/1,3/3,0/0,0/0,1/1,0/0,3/3,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111205,10/10,0/0,0/0,0/0,0/0,11/11,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,15/14,0/0,0/0,0/0,1/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111206,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,10/10,5/5,0/0,0/0,0/0,0/0,4/2,0/0,4/4,0/0,0/0,0/0,1/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111207,1/1,0/0,0/0,26/26,0/0,21/20,0/0,0/0,13/13,1/1,0/0,1/1,0/0,0/0,7/6,0/0,5/5,0/0,0/0,0/0,1/0,0/0,22/19,0/0,50/22,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111208,0/0,0/0,0/0,0/0,0/0,12/12,0/0,0/0,7/7,1/1,0/0,11/11,0/0,1/1,18/17,0/0,23/23,0/0,0/0,0/0,1/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111209,0/0,0/0,0/0,0/0,2/2,0/0,4/4,0/0,4/2,3/3,0/0,25/25,0/0,5/5,15/14,0/0,23/22,0/0,0/0,0/0,1/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111210,0/0,0/0,0/0,0/0,0/0,17/17,8/8,2/2,1/1,0/0,0/0,27/27,0/0,0/0,6/6,0/0,19/19,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111211,3/3,0/0,0/0,0/0,0/0,6/6,0/0,0/0,2/2,0/0,1/0,28/28,0/0,0/0,6/5,0/0,4/4,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111212,5/5,0/0,0/0,11/11,0/0,26/26,1/1,5/5,6/0,0/0,1/0,23/18,0/0,0/0,5/5,1/0,10/10,0/0,0/0,0/0,1/0,0/0,2/2,0/0,1/1,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20111213,11/11,0/0,0/0,8/8,1/1,0/0,1/1,0/0,0/0,0/0,0/0,29/24,0/0,1/1,28/28,0/0,3/3,0/0,0/0,0/0,1/0,0/0,0/0,0/0,7/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111214,0/0,1/1,0/0,0/0,4/4,3/3,0/0,0/0,0/0,0/0,0/0,18/7,1/1,0/0,24/24,0/0,2/2,0/0,0/0,0/0,1/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111215,5/5,0/0,0/0,0/0,2/2,7/7,0/0,0/0,0/0,0/0,0/0,24/24,1/1,0/0,22/22,0/0,4/4,0/0,0/0,0/0,1/0,0/0,0/0,0/0,3/3,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0
20111216,6/6,0/0,0/0,0/0,0/0,0/0,2/1,0/0,0/0,0/0,0/0,23/16,4/4,0/0,5/5,0/0,11/11,0/0,0/0,7/1,1/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111217,0/0,0/0,0/0,0/0,0/0,1/1,2/2,0/0,0/0,0/0,0/0,4/4,2/2,1/1,24/24,0/0,24/24,0/0,1/0,0/0,0/0,0/0,1/1,0/0,3/3,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0
20111218,0/0,1/1,0/0,0/0,1/1,21/21,1/1,1/1,0/0,0/0,0/0,7/7,0/0,0/0,26/26,0/0,2/2,0/0,3/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111219,6/5,4/4,0/0,0/0,3/3,7/7,0/0,0/0,0/0,0/0,0/0,1/1,2/2,0/0,8/8,0/0,16/16,0/0,0/0,0/0,1/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111220,1/1,0/0,0/0,13/13,2/2,19/19,1/1,0/0,0/0,0/0,0/0,8/2,1/1,1/1,15/15,0/0,3/3,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111221,10/10,0/0,0/0,0/0,2/2,20/20,0/0,0/0,0/0,0/0,0/0,5/0,0/0,0/0,18/16,0/0,8/8,0/0,0/0,0/0,1/0,0/0,4/3,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111222,4/4,1/1,0/0,3/3,1/1,27/27,2/2,0/0,0/0,0/0,0/0,8/0,0/0,0/0,11/11,0/0,33/33,0/0,0/0,0/0,1/0,0/0,33/0,0/0,201/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111223,3/3,3/3,0/0,0/0,3/3,28/28,0/0,23/22,0/0,0/0,0/0,2/0,1/1,0/0,48/10,0/0,28/28,0/0,1/0,0/0,2/0,1/0,0/0,0/0,97/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111224,2/2,0/0,0/0,0/0,1/1,20/20,0/0,13/13,0/0,0/0,0/0,0/0,2/2,0/0,28/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,13/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111225,0/0,1/1,0/0,0/0,0/0,6/6,1/1,0/0,0/0,0/0,0/0,0/0,2/2,2/2,6/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,13/10,0/0,21/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111226,15/14,0/0,0/0,0/0,1/1,22/22,1/1,15/14,0/0,0/0,0/0,0/0,1/1,0/0,18/13,0/0,13/13,0/0,0/0,0/0,1/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111227,0/0,0/0,0/0,0/0,1/1,1/1,0/0,0/0,0/0,0/0,0/0,1/1,1/1,0/0,11/11,0/0,1/1,0/0,0/0,0/0,3/0,1/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/0
20111228,1/1,0/0,0/0,0/0,1/1,20/20,0/0,3/3,0/0,0/0,0/0,0/0,0/0,1/1,10/10,0/0,19/19,0/0,0/0,0/0,1/0,6/0,7/2,0/0,11/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111229,1/1,0/0,0/0,0/0,0/0,21/21,1/1,0/0,0/0,0/0,0/0,0/0,0/0,1/1,9/8,0/0,36/35,0/0,1/1,0/0,1/0,12/0,6/5,0/0,21/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111230,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,7/7,0/0,13/13,0/0,0/0,0/0,1/0,16/0,12/1,0/0,96/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20111231,0/0,0/0,0/0,0/0,1/1,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,15/15,0/0,5/5,0/0,0/0,0/0,1/0,20/0,8/0,0/0,120/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0
