日期,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P102 #3冷卻機-不透光率(10%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P302 #6冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P203 #2冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P304 #3冷卻機-不透光率(10%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-不透光率(20%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-氮氧化物(450ppm)-超標,幸福水泥股份有限公司東澳廠-P004 #2冷卻機-不透光率(10%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-氮氧化物(50ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-不透光率(20%)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-氮氧化物(450ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P007 冷卻機-不透光率(10%)-超標,羅東鋼鐵股份有限公司煉鋼廠-P001 電弧爐-不透光率(10%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氯化氫(27.3ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氯化氫(27.3ppm)-超標
20150319,0/0,0/0,0/0,0/0,0/0,16/15,0/0,0/0,1/0,0/0,1/0,0/0,0/0,2/2,18/5,0/0,4/0,4/0,2/0,0/0,0/0,0/0,3/3,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150320,2/2,0/0,0/0,3/3,0/0,29/28,0/0,0/0,1/0,0/0,1/0,1/1,0/0,0/0,22/0,0/0,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150321,5/5,0/0,0/0,2/2,0/0,14/14,1/1,0/0,1/0,0/0,1/0,0/0,0/0,1/1,12/11,0/0,2/1,23/0,2/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150322,0/0,0/0,0/0,7/7,0/0,2/2,0/0,0/0,1/0,0/0,1/0,0/0,0/0,11/10,3/2,0/0,31/28,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150323,9/8,0/0,0/0,5/5,0/0,20/20,0/0,0/0,1/0,0/0,1/0,0/0,1/1,8/8,6/5,0/0,9/8,1/0,2/0,0/0,0/0,0/0,17/16,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150324,5/5,1/1,0/0,18/18,1/1,9/9,0/0,0/0,1/0,0/0,1/0,0/0,2/2,7/7,13/12,0/0,1/0,111/0,1/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150325,1/1,3/3,0/0,5/5,2/2,4/4,0/0,0/0,1/0,0/0,1/0,0/0,0/0,7/7,1/0,0/0,1/0,238/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150326,2/2,1/1,0/0,0/0,1/1,4/4,0/0,0/0,1/0,0/0,1/0,1/1,0/0,2/2,1/0,0/0,1/0,239/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150327,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,1/0,0/0,1/0,4/2,2/1,2/2,1/0,0/0,1/0,129/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150328,0/0,0/0,0/0,0/0,0/0,3/3,0/0,1/1,1/0,0/0,1/0,6/1,0/0,3/0,10/8,0/0,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150329,1/1,2/2,0/0,2/2,3/3,1/1,0/0,0/0,1/0,0/0,1/0,10/1,0/0,1/1,15/14,0/0,1/0,0/0,5/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150330,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,6/1,0/0,0/0,6/5,0/0,1/0,1/0,6/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150331,4/4,1/1,0/0,0/0,2/2,5/5,0/0,0/0,1/0,0/0,1/0,1/0,0/0,1/0,7/5,0/0,1/0,0/0,9/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150401,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,1/0,0/0,1/0,4/3,0/0,3/2,0/0,2/0,0/0,0/0,0/0,3/3,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150402,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,1/0,0/0,1/0,1/0,0/0,1/0,3/2,0/0,1/0,9/0,10/0,0/0,0/0,0/0,9/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150403,0/0,0/0,0/0,0/0,0/0,14/12,0/0,0/0,1/0,0/0,1/0,0/0,0/0,6/3,5/4,0/0,1/0,0/0,9/0,0/0,0/0,0/0,2/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150404,0/0,0/0,0/0,0/0,0/0,17/17,0/0,0/0,1/0,0/0,1/0,2/0,0/0,0/0,6/5,0/0,1/0,0/0,10/0,0/0,0/0,0/0,3/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150405,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,16/15,0/0,1/0,0/0,15/0,0/0,0/0,0/0,1/0,0/0,9/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150406,0/0,0/0,0/0,1/1,0/0,6/6,0/0,0/0,1/0,0/0,1/0,0/0,0/0,1/1,14/13,0/0,1/0,0/0,6/0,0/0,0/0,0/0,1/0,0/0,6/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150407,1/1,1/1,0/0,0/0,1/1,3/3,0/0,0/0,1/0,0/0,1/0,16/4,0/0,2/1,7/6,0/0,1/0,0/0,2/0,0/0,0/0,1/1,10/6,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150408,1/1,0/0,0/0,1/1,0/0,19/18,0/0,0/0,6/3,1/1,4/0,1/0,0/0,4/0,4/3,0/0,3/2,11/0,2/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150409,3/3,0/0,0/0,4/4,0/0,27/25,0/0,1/1,4/3,1/1,0/0,1/0,0/0,1/0,7/4,0/0,4/3,0/0,2/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150410,2/2,2/2,0/0,3/3,2/2,32/32,0/0,0/0,10/9,2/2,0/0,1/0,0/0,1/0,4/3,0/0,5/4,1/0,4/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150411,2/2,1/1,0/0,0/0,0/0,3/3,0/0,0/0,1/1,1/1,0/0,2/2,0/0,0/0,12/11,0/0,8/6,0/0,2/0,0/0,0/0,0/0,2/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150412,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,8/3,1/1,0/0,0/0,0/0,1/1,4/3,0/0,1/0,0/0,2/0,0/0,0/0,0/0,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150413,18/18,0/0,0/0,35/34,0/0,0/0,0/0,0/0,16/7,2/2,0/0,2/2,0/0,3/3,2/1,0/0,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150414,3/3,0/0,0/0,3/3,0/0,0/0,0/0,0/0,4/4,1/1,0/0,4/3,2/2,0/0,2/1,0/0,1/0,0/0,2/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150415,0/0,0/0,0/0,9/8,0/0,0/0,0/0,0/0,3/3,1/1,0/0,1/1,1/1,2/2,5/4,0/0,3/2,0/0,4/0,0/0,0/0,0/0,3/2,0/0,11/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150416,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,13/10,0/0,0/0,4/3,0/0,1/0,23/0,4/0,0/0,0/0,0/0,4/4,0/0,17/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150417,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,10/5,0/0,0/0,0/0,3/3,3/3,4/3,0/0,1/0,6/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150418,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/6,3/2,0/0,9/8,0/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150419,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,15/15,1/1,0/0,1/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150420,1/1,0/0,0/0,4/4,0/0,0/0,0/0,0/0,1/1,2/2,0/0,11/11,0/0,1/1,10/9,0/0,8/5,0/0,1/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150421,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/4,1/1,0/0,7/0,0/0,1/0,2/1,0/0,4/2,7/0,2/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150422,2/2,0/0,0/0,3/3,0/0,0/0,0/0,0/0,4/0,0/0,2/0,0/0,2/2,0/0,9/8,0/0,1/0,0/0,0/0,0/0,0/0,0/0,3/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150423,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,2/0,1/1,3/3,3/3,7/6,0/0,7/4,0/0,0/0,0/0,0/0,0/0,5/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150424,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,1/0,0/0,2/0,6/6,1/1,0/0,8/7,0/0,26/18,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150425,26/25,0/0,0/0,1/1,0/0,0/0,0/0,0/0,1/0,0/0,2/0,0/0,1/1,1/1,11/10,0/0,10/8,0/0,0/0,0/0,0/0,0/0,1/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150426,15/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,2/0,0/0,0/0,0/0,3/2,0/0,7/6,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150427,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,2/0,4/1,0/0,2/1,8/7,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150428,3/3,1/1,2/2,15/15,0/0,3/3,0/0,0/0,1/0,0/0,2/0,3/2,0/0,1/1,1/0,0/0,2/1,0/0,1/0,0/0,0/0,0/0,5/4,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150429,16/16,0/0,1/1,2/2,0/0,0/0,0/0,0/0,1/0,0/0,2/0,0/0,0/0,13/13,4/3,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150430,8/8,1/1,0/0,2/2,1/1,0/0,0/0,0/0,3/0,0/0,2/0,5/2,0/0,1/1,77/36,0/0,14/10,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150501,4/4,0/0,0/0,0/0,0/0,2/2,0/0,0/0,1/0,0/0,2/0,1/0,0/0,1/0,18/14,0/0,8/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150502,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,2/0,0/0,2/0,1/0,0/0,1/0,7/6,0/0,3/2,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150503,12/12,0/0,0/0,0/0,0/0,13/13,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,2/0,0/0,8/3,0/0,0/0,0/0,0/0,0/0,3/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150504,19/19,0/0,0/0,1/1,0/0,1/1,0/0,0/0,11/1,0/0,1/0,1/0,0/0,1/0,18/0,0/0,1/0,0/0,0/0,3/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150505,5/5,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,2/2,0/0,1/0,0/0,1/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150506,3/3,0/0,0/0,0/0,0/0,2/2,0/0,0/0,1/1,2/2,0/0,4/1,0/0,2/0,0/0,0/0,4/0,2/0,1/0,0/0,0/0,0/0,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150507,1/1,0/0,0/0,10/10,0/0,7/7,0/0,0/0,0/0,0/0,0/0,11/9,2/2,0/0,0/0,0/0,5/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150508,5/5,0/0,0/0,5/5,1/1,10/10,0/0,0/0,0/0,0/0,0/0,5/5,0/0,2/2,2/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,3/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150509,15/15,0/0,0/0,2/2,0/0,18/16,0/0,0/0,1/1,0/0,0/0,2/2,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,6/5,0/0,4/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150510,21/21,0/0,0/0,0/0,0/0,11/11,0/0,0/0,5/2,0/0,0/0,0/0,0/0,3/3,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150511,0/0,0/0,0/0,1/0,0/0,17/17,0/0,0/0,4/0,0/0,2/2,7/6,0/0,2/2,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150512,2/2,0/0,0/0,4/4,0/0,10/10,0/0,1/1,1/0,0/0,2/0,14/14,0/0,8/8,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150513,19/17,0/0,0/0,13/13,0/0,9/9,0/0,0/0,1/0,0/0,2/0,10/9,0/0,7/7,0/0,0/0,7/0,1/0,1/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150514,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,2/0,4/1,0/0,1/1,0/0,0/0,8/0,0/0,0/0,0/0,0/0,0/0,15/15,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150515,6/6,0/0,0/0,0/0,0/0,3/3,0/0,0/0,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,11/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150516,5/5,0/0,0/0,3/3,0/0,0/0,0/0,0/0,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,1/0,1/1,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150517,18/17,0/0,0/0,11/11,0/0,2/2,0/0,0/0,1/0,0/0,2/0,0/0,0/0,3/3,13/8,0/0,1/0,0/0,0/0,0/0,0/0,0/0,19/19,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150518,10/10,0/0,0/0,1/1,0/0,1/1,0/0,0/0,9/0,0/0,4/0,1/1,0/0,1/1,15/11,0/0,1/0,3/0,0/0,0/0,0/0,0/0,16/16,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150519,8/8,0/0,0/0,11/11,0/0,6/6,0/0,0/0,1/0,0/0,1/0,3/3,0/0,2/2,26/12,0/0,1/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150520,32/32,0/0,0/0,2/2,0/0,1/1,0/0,0/0,1/0,0/0,1/0,3/3,0/0,9/9,18/16,0/0,1/0,0/0,0/0,0/0,0/0,0/0,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150521,9/9,0/0,0/0,3/3,0/0,2/2,0/0,0/0,1/0,0/0,1/0,10/10,1/1,10/10,31/28,0/0,1/0,1/0,1/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150522,6/6,0/0,0/0,0/0,0/0,1/1,0/0,0/0,1/0,0/0,1/0,11/10,0/0,1/1,2/1,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150523,12/12,0/0,0/0,2/2,0/0,0/0,0/0,0/0,1/0,0/0,1/0,17/16,0/0,5/4,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,13/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150524,17/17,0/0,0/0,0/0,0/0,3/3,0/0,0/0,1/0,0/0,1/0,3/1,0/0,4/1,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150525,3/3,0/0,0/0,4/4,0/0,1/0,0/0,0/0,1/0,0/0,1/0,2/2,0/0,2/2,8/6,0/0,3/0,0/0,0/0,18/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150526,3/3,0/0,1/1,2/2,0/0,0/0,0/0,0/0,1/0,0/0,1/0,13/13,0/0,0/0,4/3,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150527,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,27/27,0/0,3/3,8/6,0/0,3/2,2/1,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150528,0/0,0/0,0/0,1/1,0/0,26/25,0/0,0/0,3/0,0/0,3/0,21/11,0/0,7/0,9/3,0/0,1/0,4/2,0/0,0/0,0/0,0/0,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150529,4/4,0/0,0/0,2/2,0/0,1/1,0/0,0/0,4/3,2/2,0/0,6/3,0/0,4/0,4/3,0/0,1/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150530,19/19,0/0,0/0,0/0,0/0,3/3,0/0,0/0,9/4,4/4,0/0,3/3,0/0,0/0,2/1,0/0,1/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150531,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,3/3,0/0,0/0,1/1,0/0,1/1,5/4,0/0,1/0,0/0,0/0,0/0,0/0,0/0,13/13,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150601,1/1,0/0,0/0,1/1,0/0,1/1,0/0,0/0,2/2,0/0,0/0,6/6,0/0,3/3,1/0,0/0,1/0,1/1,0/0,0/0,0/0,0/0,7/5,0/0,5/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150602,0/0,0/0,0/0,0/0,0/0,3/3,2/1,0/0,10/2,0/0,1/0,4/4,0/0,0/0,5/4,0/0,1/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150603,8/8,0/0,0/0,5/5,1/0,0/0,0/0,0/0,1/0,0/0,1/0,11/1,0/0,5/1,7/6,0/0,1/0,0/0,0/0,0/0,0/0,0/0,5/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150604,25/25,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/0,0/0,1/0,2/0,0/0,1/0,18/17,0/0,3/2,0/0,0/0,0/0,0/0,0/0,2/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150605,3/3,0/0,0/0,3/3,0/0,0/0,0/0,0/0,1/0,0/0,0/0,1/0,0/0,1/0,22/21,0/0,3/1,0/0,0/0,0/0,0/0,0/0,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150606,11/10,0/0,0/0,1/1,0/0,0/0,0/0,0/0,12/0,0/0,1/0,1/0,0/0,1/0,14/13,0/0,7/6,136/0,1/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150607,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,1/0,0/0,1/0,13/12,0/0,1/0,239/0,1/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150608,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,1/1,0/0,0/0,1/0,0/0,1/0,21/20,0/0,1/0,96/0,1/0,0/0,0/0,0/0,1/0,0/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150609,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,5/5,0/0,0/0,1/0,0/0,1/0,5/4,0/0,3/2,2/0,2/0,0/0,0/0,0/0,1/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150610,4/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,1/1,0/0,1/0,0/0,1/0,15/14,0/0,5/3,0/0,1/0,0/0,0/0,0/0,1/0,0/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150611,3/3,0/0,0/0,10/10,0/0,0/0,0/0,0/0,6/2,0/0,0/0,1/0,0/0,1/0,11/10,0/0,2/1,0/0,1/0,0/0,0/0,0/0,1/0,0/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150612,2/2,0/0,0/0,0/0,0/0,6/6,0/0,0/0,5/2,0/0,1/0,1/0,0/0,1/0,6/5,0/0,14/11,0/0,1/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150613,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,23/22,0/0,1/0,0/0,1/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20150614,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,7/3,0/0,0/0,1/0,0/0,1/0,12/5,0/0,1/0,0/0,1/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
