日期,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P102 #3冷卻機-不透光率(10%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P302 #6冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P203 #2冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P304 #3冷卻機-不透光率(10%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-不透光率(20%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-氮氧化物(450ppm)-超標,幸福水泥股份有限公司東澳廠-P004 #2冷卻機-不透光率(10%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-氮氧化物(50ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-不透光率(20%)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-氮氧化物(450ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P007 冷卻機-不透光率(10%)-超標,羅東鋼鐵股份有限公司煉鋼廠-P001 電弧爐-不透光率(10%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氯化氫(27.3ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氯化氫(27.3ppm)-超標
20140616,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,20/8,1/0,1/0,0/0,1/0,0/0,0/0,0/0,5/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140617,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,1/1,0/0,0/0,2/1,0/0,2/0,0/0,0/0,0/0,10/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140618,3/3,0/0,0/0,0/0,1/1,1/1,0/0,0/0,0/0,0/0,0/0,1/1,0/0,6/6,1/0,0/0,1/0,0/0,2/0,0/0,0/0,0/0,6/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140619,12/12,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,2/1,0/0,4/3,0/0,1/0,0/0,0/0,0/0,9/0,0/0,13/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140620,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,3/2,0/0,5/4,0/0,2/0,0/0,0/0,0/0,3/0,0/0,9/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140621,16/16,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,4/4,1/1,0/0,4/3,0/0,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,5/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140622,16/15,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140623,8/8,1/0,0/0,1/1,1/1,11/11,0/0,0/0,0/0,0/0,0/0,11/11,0/0,0/0,3/2,0/0,4/3,0/0,3/0,0/0,3/0,0/0,0/0,0/0,5/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140624,0/0,0/0,0/0,0/0,0/0,14/14,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,2/1,0/0,1/0,0/0,1/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140625,9/7,0/0,0/0,1/1,1/1,15/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,7/6,0/0,3/2,0/0,2/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140626,15/15,0/0,0/0,0/0,1/1,11/11,0/0,0/0,0/0,0/0,0/0,7/7,0/0,10/10,1/1,0/0,4/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140627,25/25,0/0,0/0,0/0,2/2,1/1,0/0,0/0,0/0,0/0,0/0,9/9,0/0,2/2,3/0,0/0,4/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140628,26/26,0/0,0/0,0/0,0/0,5/5,1/1,0/0,0/0,0/0,0/0,0/0,0/0,4/4,2/1,0/0,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140629,15/14,0/0,0/0,2/2,1/1,32/32,0/0,0/0,0/0,0/0,0/0,4/4,1/1,2/2,13/12,0/0,1/0,0/0,2/0,0/0,0/0,0/0,13/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140630,19/19,0/0,0/0,0/0,0/0,36/36,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,12/11,0/0,1/0,0/0,2/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140701,21/21,0/0,0/0,0/0,1/1,13/13,0/0,0/0,0/0,0/0,0/0,5/5,0/0,1/1,3/2,0/0,1/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140702,4/4,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,6/6,0/0,1/1,0/0,2/0,0/0,0/0,0/0,2/2,0/0,13/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140703,32/32,0/0,0/0,0/0,0/0,7/7,0/0,0/0,0/0,0/0,0/0,2/2,1/1,2/2,2/1,0/0,4/3,0/0,2/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140704,1/1,0/0,0/0,3/3,4/4,9/9,0/0,0/0,0/0,0/0,0/0,9/9,1/1,0/0,5/4,0/0,1/0,0/0,2/0,0/0,0/0,0/0,1/1,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140705,14/13,0/0,0/0,6/6,3/3,2/2,0/0,0/0,0/0,0/0,0/0,0/0,2/2,1/1,10/9,0/0,3/2,0/0,2/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140706,3/3,1/1,0/0,2/2,1/1,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,3/3,12/11,0/0,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140707,9/9,0/0,0/0,0/0,2/2,11/11,0/0,0/0,0/0,0/0,0/0,11/11,0/0,0/0,9/7,0/0,1/0,0/0,2/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140708,23/23,0/0,0/0,20/20,1/1,15/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/4,0/0,2/1,0/0,2/0,0/0,0/0,0/0,4/4,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140709,20/20,0/0,0/0,24/24,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,1/0,0/0,2/0,0/0,0/0,0/0,8/8,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140710,24/24,0/0,0/0,23/23,1/1,2/2,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,16/13,0/0,1/1,0/0,2/0,0/0,0/0,0/0,5/3,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140711,9/9,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,6/6,0/0,1/1,7/6,0/0,1/0,0/0,2/0,0/0,0/0,0/0,5/3,0/0,4/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140712,5/5,0/0,0/0,0/0,1/1,1/1,0/0,0/0,0/0,0/0,0/0,12/12,0/0,0/0,19/14,0/0,1/0,0/0,2/0,0/0,0/0,0/0,6/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140713,2/2,0/0,0/0,0/0,0/0,14/14,0/0,0/0,0/0,0/0,0/0,25/25,0/0,2/2,6/5,0/0,2/1,0/0,2/0,0/0,0/0,0/0,3/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140714,0/0,0/0,0/0,0/0,2/2,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/4,0/0,1/0,0/0,2/0,0/0,0/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140715,3/3,0/0,0/0,6/6,2/2,4/4,0/0,0/0,0/0,0/0,0/0,2/2,0/0,2/2,4/3,0/0,1/0,0/0,2/0,0/0,0/0,0/0,4/0,0/0,23/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140716,6/6,0/0,0/0,0/0,0/0,11/11,0/0,0/0,0/0,0/0,0/0,6/6,3/3,1/1,0/0,0/0,2/0,0/0,2/0,0/0,0/0,0/0,4/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140717,5/4,0/0,0/0,0/0,0/0,26/24,0/0,0/0,0/0,0/0,0/0,13/13,0/0,2/2,2/1,0/0,2/0,0/0,2/0,0/0,0/0,0/0,5/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140718,1/1,0/0,0/0,0/0,0/0,15/13,0/0,0/0,0/0,1/1,0/0,3/3,0/0,2/2,2/1,0/0,1/0,0/0,2/0,0/0,0/0,0/0,17/5,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140719,0/0,0/0,0/0,0/0,0/0,7/7,0/0,0/0,7/7,1/1,0/0,2/2,0/0,0/0,3/2,0/0,6/5,0/0,2/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0
20140720,8/8,0/0,0/0,0/0,0/0,3/3,0/0,0/0,1/1,1/1,0/0,4/4,0/0,0/0,3/2,0/0,1/0,0/0,5/0,0/0,0/0,0/0,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140721,7/7,1/1,0/0,0/0,4/4,7/7,0/0,0/0,1/1,0/0,0/0,4/4,0/0,2/2,4/3,0/0,3/2,0/0,7/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140722,35/34,0/0,0/0,1/1,2/2,6/6,0/0,0/0,0/0,0/0,0/0,3/3,0/0,6/6,3/1,0/0,23/21,0/0,2/0,0/0,0/0,0/0,10/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140723,14/14,1/1,0/0,0/0,2/2,6/6,0/0,0/0,0/0,0/0,9/9,4/4,0/0,2/2,0/0,0/0,27/26,0/0,1/0,0/0,0/0,0/0,13/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140724,3/3,1/1,0/0,4/4,1/0,10/10,0/0,1/1,9/9,5/5,0/0,8/8,0/0,16/16,4/3,0/0,11/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140725,8/8,0/0,0/0,0/0,3/2,23/23,0/0,0/0,6/6,1/1,0/0,8/8,0/0,0/0,2/1,0/0,1/0,0/0,4/0,0/0,0/0,0/0,4/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140726,29/29,1/1,0/0,0/0,1/1,9/7,1/1,0/0,6/6,1/1,0/0,15/15,0/0,3/3,13/12,0/0,1/0,0/0,2/0,0/0,0/0,0/0,10/6,1/1,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140727,26/26,1/1,0/0,1/1,3/3,1/1,0/0,0/0,0/0,0/0,0/0,23/23,0/0,0/0,8/7,0/0,1/0,0/0,1/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140728,30/28,0/0,0/0,0/0,0/0,7/7,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,24/22,0/0,1/0,0/0,2/0,0/0,0/0,0/0,15/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140729,5/4,0/0,0/0,0/0,0/0,17/17,3/3,0/0,0/0,0/0,0/0,11/11,0/0,6/6,19/18,0/0,2/0,0/0,3/0,0/0,0/0,0/0,18/18,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140730,15/12,0/0,0/0,0/0,1/1,14/14,0/0,0/0,0/0,0/0,0/0,5/5,0/0,1/1,6/5,0/0,1/0,0/0,1/0,0/0,0/0,0/0,14/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140731,39/36,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,7/7,0/0,0/0,5/4,0/0,1/0,0/0,1/0,0/0,0/0,0/0,14/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140801,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,1/1,3/2,0/0,1/0,0/0,1/0,0/0,0/0,0/0,14/14,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140802,13/13,0/0,0/0,0/0,2/2,14/14,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,11/10,0/0,1/0,0/0,2/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140803,24/24,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/9,1/1,0/0,17/14,0/0,1/0,0/0,2/0,0/0,0/0,0/0,17/17,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140804,5/5,0/0,0/0,0/0,0/0,15/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,2/1,0/0,1/0,0/0,6/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140805,15/15,0/0,0/0,0/0,2/2,2/2,0/0,0/0,0/0,0/0,0/0,4/4,0/0,6/6,2/2,0/0,1/0,1/0,2/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140806,5/5,0/0,0/0,0/0,0/0,9/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,6/4,0/0,1/0,0/0,5/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140807,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,7/7,1/0,1/1,2/1,0/0,2/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140808,29/29,2/2,0/0,7/7,3/3,0/0,0/0,0/0,0/0,0/0,0/0,8/8,0/0,3/3,2/1,0/0,1/0,0/0,1/0,0/0,0/0,0/0,6/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140809,15/15,0/0,0/0,1/1,1/1,6/6,0/0,0/0,0/0,0/0,0/0,12/12,1/1,0/0,1/0,0/0,5/4,0/0,2/0,0/0,0/0,0/0,12/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140810,3/3,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,1/1,0/0,4/3,0/0,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140811,4/4,0/0,1/1,0/0,0/0,0/0,0/0,1/1,2/2,0/0,0/0,21/21,0/0,5/5,2/1,0/0,7/6,0/0,2/0,0/0,0/0,0/0,6/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140812,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,3/2,0/0,1/0,0/0,2/0,0/0,0/0,0/0,3/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140813,14/14,0/0,0/0,0/0,1/1,4/4,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,7/6,0/0,1/0,0/0,1/0,0/0,0/0,0/0,16/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140814,8/8,0/0,0/0,5/5,0/0,1/1,0/0,0/0,3/3,3/3,0/0,0/0,0/0,0/0,6/4,0/0,1/0,0/0,3/0,0/0,0/0,0/0,1/0,0/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140815,8/8,0/0,0/0,2/2,0/0,21/20,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,12/11,0/0,1/0,0/0,2/0,0/0,0/0,0/0,6/0,0/0,12/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140816,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,8/7,0/0,1/0,0/0,1/0,0/0,0/0,0/0,2/0,0/0,15/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140817,0/0,0/0,0/0,0/0,0/0,4/2,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,5/4,0/0,1/0,0/0,2/0,0/0,0/0,0/0,1/0,0/0,5/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140818,1/1,0/0,0/0,0/0,1/1,1/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,15/9,0/0,1/0,0/0,2/0,0/0,0/0,0/0,9/5,1/1,2/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140819,2/2,0/0,0/0,11/11,0/0,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/1,0/0,1/0,0/0,6/0,0/0,0/0,0/0,12/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140820,1/1,0/0,1/1,0/0,0/0,11/11,0/0,0/0,16/16,0/0,0/0,0/0,0/0,0/0,6/5,0/0,1/0,6/0,2/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140821,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,2/2,0/0,0/0,0/0,0/0,7/6,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140822,1/1,0/0,0/0,0/0,0/0,10/10,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,7/6,0/0,1/0,0/0,2/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140823,6/6,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/2,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140824,18/18,0/0,0/0,0/0,0/0,0/0,0/0,0/0,27/27,1/1,0/0,0/0,0/0,0/0,13/12,0/0,2/1,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140825,7/7,0/0,0/0,2/2,1/1,0/0,0/0,0/0,2/2,2/2,0/0,0/0,0/0,0/0,12/11,0/0,4/2,0/0,4/0,0/0,0/0,0/0,16/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140826,18/18,0/0,0/0,6/6,0/0,1/1,0/0,0/0,9/9,0/0,0/0,0/0,0/0,0/0,6/5,2/0,1/0,9/8,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140827,6/5,0/0,0/0,2/2,0/0,4/4,0/0,0/0,4/4,2/2,0/0,0/0,0/0,0/0,2/1,0/0,1/0,8/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140828,0/0,0/0,0/0,0/0,1/1,5/5,0/0,0/0,9/9,0/0,0/0,0/0,0/0,0/0,18/17,0/0,1/0,1/1,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140829,0/0,0/0,0/0,0/0,0/0,2/2,1/1,1/1,12/12,0/0,0/0,0/0,0/0,0/0,3/2,0/0,1/0,0/0,0/0,0/0,0/0,0/0,11/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140830,2/2,0/0,0/0,0/0,1/1,1/1,0/0,1/1,4/4,0/0,0/0,0/0,0/0,0/0,10/9,1/0,1/0,0/0,0/0,0/0,0/0,0/0,20/19,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140831,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,7/6,0/0,1/0,0/0,0/0,0/0,0/0,0/0,8/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140901,2/2,2/2,0/0,2/2,2/2,1/1,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,5/4,0/0,7/4,0/0,0/0,0/0,0/0,14/0,23/20,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140902,4/4,1/1,0/0,0/0,1/1,3/3,1/1,0/0,13/13,2/2,0/0,0/0,0/0,0/0,11/10,0/0,12/10,0/0,0/0,0/0,1/0,10/0,8/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140903,11/11,0/0,0/0,4/4,0/0,15/14,0/0,1/1,19/19,1/1,0/0,0/0,0/0,0/0,7/6,0/0,7/6,6/2,0/0,0/0,1/0,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140904,0/0,0/0,0/0,2/1,0/0,6/5,0/0,0/0,8/8,0/0,0/0,0/0,0/0,0/0,14/12,0/0,3/2,0/0,0/0,0/0,1/0,0/0,17/17,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140905,0/0,1/1,0/0,0/0,2/2,6/6,0/0,0/0,6/6,2/2,0/0,0/0,0/0,0/0,11/10,0/0,5/4,0/0,0/0,9/0,1/0,13/0,18/18,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140906,2/2,0/0,0/0,8/8,0/0,10/10,0/0,0/0,2/2,2/2,0/0,17/17,0/0,1/1,17/16,0/0,3/2,0/0,0/0,0/0,1/0,10/0,13/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140907,2/2,1/1,0/0,0/0,0/0,6/6,0/0,3/3,1/1,2/2,0/0,5/5,5/5,0/0,11/10,0/0,4/3,0/0,0/0,0/0,1/0,16/0,14/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140908,0/0,1/1,0/0,0/0,1/1,0/0,0/0,0/0,3/3,4/4,0/0,5/5,8/8,0/0,19/18,0/0,5/4,0/0,0/0,0/0,1/0,19/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140909,4/4,0/0,0/0,0/0,0/0,14/14,0/0,0/0,8/8,2/2,0/0,14/14,0/0,0/0,11/9,0/0,1/0,0/0,0/0,0/0,1/0,23/0,12/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140910,30/30,0/0,0/0,23/23,0/0,0/0,0/0,0/0,7/7,0/0,0/0,6/6,1/1,0/0,18/17,0/0,1/0,0/0,1/0,1/0,1/0,24/0,9/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20140911,25/25,0/0,0/0,13/13,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,6/5,0/0,1/0,0/0,1/0,9/0,1/0,24/0,6/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
